Regional,Municipio,Empreendimento,Modalidade,Classe,Atividade,Ano,Mes,Data de Publicacao,Decisao
SUPRAM Jequitinhonha,Curral de Dentro,GRANFÉLIX MINERAÇÃO INDÚSTRIA E COMÉRCIO LTDA.,LAS Cadastro,2,B-01-01-5-Britamento de pedras para construção,2019,Junho,20/06/2019,Deferida
SUPRAM Zona da Mata,Rio Casca,JOSE JOAQUIM DE OLIVEIRA LOPES,LAS RAS,3,G-02-04-6-Suinocultura,2019,Junho,25/06/2019,Deferida
SUPRAM Jequitinhonha,Santo Antônio do Jacinto,RENASCER COMÉRCIO DE COMBUSTÍVEIS LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,20/06/2019,Deferida
SUPRAM Jequitinhonha,Padre Paraíso,POSTO YOGUEDES LTDA.,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,20/06/2019,Deferida
SUPRAM Zona da Mata,Mercês,ADOLFO PEREIRA TERRA E OUTRA,LAS RAS,3,G-02-04-6-Suinocultura,2019,Junho,25/06/2019,Deferida
SUPRAM Sul de Minas,Juiz de Fora,MINERAÇÃO MELO LTDA - ME,LAS RAS,2,"A-02-10-0-Lavra em aluvião, exceto areia e cascalho",2019,Junho,19/06/2019,Indeferida
SUPRAM Alto São Francisco,Bambuí,BAMBUI BIOENERGIA SA ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Alto São Francisco,Conceição do Pará,CERAMICA MINAS BRASIL LTDA,LAS Cadastro,2,A-03-02-6-Extração de argila usada na fabricação de cerâmica vermelha,2019,Junho,27/06/2019,Deferida
SUPRAM Alto São Francisco,Leandro ferreira,GERALDO DE QUEIROZ CANCADO SOBRINHO ME,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,27/06/2019,Deferida
SUPRAM Alto São Francisco,Capitólio,PREFEITURA MUNICIPAL DE CAPITOLIO ,LAS RAS,2,E-03-06-9-Estação de tratamento de esgoto sanitário,2019,Junho,27/06/2019,Deferida
SUPRAM Alto São Francisco,Pará de Minas,HORIZONTE TEXIL LTDA,LAS RAS,3,"C-08-07-9-Fiação e/ou tecelagem, exceto tricô e crochê",2019,Junho,27/06/2019,Deferida
SUPRAM Leste de Minas,Coronel Fabriciano,JKS EMPREENDIMENTOS IMOBILIRIOS LTDA EPP,LP,5,E-04-02-2-(DN74)Distrito industrial e zona estritamente industrial,2019,Junho,26/06/2019,Arquivamento
SUPRAM Sul de Minas,Poços de Caldas,TOGNI S/A MATERIAIS REFRATÁRIOS,REVLO,4,B-01-04-1-Fabricação de material cerâmico,2019,Junho,25/06/2019,Deferida
SUPRAM Leste de Minas,Governador Valadares,PREFEITURA MUNICIPAL DE GOVERNADOR VALADARES CEMITERIO SANTA RITA,LAS RAS,3,E-05-06-0-Parques cemitérios,2019,Junho,26/06/2019,Indeferida
SUPRAM Leste de Minas,Governador Valadares,PREFEITURA MUNICIPAL DE GOVERNADOR VALADARES CEMITERIO DA PAZ,LAS RAS,3,E-05-06-0-Parques cemitérios,2019,Junho,26/06/2019,Indeferida
SUPRAM Sul de Minas,Três Corações,FRIGORÍFICO SANTA NHÁ CHICA LTDA ME,REVLO,5,"D-01-02-5-Abate de animais de grande porte (bovinos, eqüinos, bubalinos, muares,etc)",2019,Junho,25/06/2019,Deferida
SUPRAM Sul de Minas,Soledade de Minas,LATICÍNIOS CABANHA VIDA LTDA. ,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,27/06/2019,Deferida
SUPRAM Leste de Minas,Franciscópolis,PRANDO STONE LTDA,LAS RAS,2,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,26/06/2019,Indeferida
SUPRAM Sul de Minas,Três Corações,AUTO POSTO SUPER RODASSUL LTDA. ME ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Abadia dos Dourados,TP EXTRAÇÃO MINERAL LTDA - ME/FAZENDA SANTA HELENA E FAZ.SANTA CLARA E MONTE ALVÃO - MAT.: 11.867 E 27.085,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR E ALCOOL LTDA/FAZENDA PARAFUSO COM DEN. ESPECIAL DE ""FAZENDA ENTRE RIOS"" – MAT. 17.247",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,União de Minas,POSTO CANADÁ DE UNIÃO DE MINAS LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA ARIRANHA ""ESTÂNCIA SÃO JOSÉ"" - MAT. 2.563, 3.992, 3.993 E 8.501",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Capinópolis,JOSÉ ROBERTO OLIVEIRA MARQUEZ / FAZENDA BAIXADINHA - MAT 4242,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Itapagipe,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA?/FAZENDA ÁGUA AMARELA, ""FAZENDA  PONTAL DA ÁGUA AMARELA DA BARRA DO RIO VERDE"" - MAT. 15.011 E 15.012",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Campina Verde,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA CAMPO GRANDE I, II, III, IV, V E VI - MAT. 767, 1.530, 2.301, 3.601, 12.747 E 12.758",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA ARIRANHA, LUGAR DENONIMADO FAZENDINHA, MAT. 2.575",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Itapagipe,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/""FAZENDA GENOVEVA"" – MAT. 15.401",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Perdizes,MAPEVA EMPREENDIMENTOS IMOBILIÁRIOS LTDA./FAZENDA IBITIMIRIM MAT. 15.898 E 15.899,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Presidente Olegário,GASPETROLL LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Rio Paranaíba,"ANDREIA SEKITA E OUTROS/FAZENDA MORRO BRANCO – MAT. 4.595, 4.376 E 2.096",LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA ALDEIA- MAT. 17.252, 17.253, 17.254, 17.255 E 17.524",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Cachoeira Dourada,"JOILSON ALVES DE ALMEIDA/FAZENDA DOS BAÚS, CACHOEIRA DOURADA / MAT 02.069 SRI CAPINÓPOLIS",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Noroeste de Minas,Paracatu,COPASA - ETA SANTA IZABEL/PARACATU,LAS Cadastro,1,E-03-04-2-Estação de tratamento de água para abastecimento,2019,Junho,28/06/2019,Deferida
SUPRAM Noroeste de Minas,São Gonçalo do Abaeté,TRANSPORTADORA CAMPOS & CAMPOS LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,28/06/2019,Deferida
SUPRAM Noroeste de Minas,Buritis,FAZENDA MONJOLO GLEBA 01,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,28/06/2019,Deferida
SUPRAM Noroeste de Minas,Urucuia,FAZENDA GAMELEIRA,LAS Cadastro,2,"A-03-01-9-Extração de cascalho, rocha para produção de britas, areia fora da calha dos cursos d’água e demais coleções hídricas, para aplicação exclusivamente em obras viárias, inclusive as executadas por entidades da Administração Pública Direta e Indireta Municipal, Estadual e Federal",2019,Junho,28/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA PARAFUSO LUGAR MONTE BELO - MAT. 5.671 E 9.317 ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA PARAFUSO MONTE BELO COM DEN ""FAZENDA TRÊS IRMÃOS"" – MAT. 3.475",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR E ÁÇCOOL LTDA/FAZENDA ALDEIA COM DENOMINAÇÃO ESPECIAL ""FAZENDA CABAÇAS"" - MAT. 15.023",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Itapagipe,USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA SÃO SEBASTIÃO - MAT. 15.402 ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Itapagipe,USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA BOA ESPERANÇA – MAT. 15.400,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ituiutaba,BP BIOENERGIA ITUIUTABA LTDA/FAZENDA ARAPONGA E SOLEDADE  - MAT. 14.409 E 14.771,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Tiros,AUTO POSTO PETROTIROS LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Rio Paranaíba,"TAMIO SEKITA E OUTROS/FAZENDA SÃO JOÃO LOTE 29 PADAP  - MAT.4.030, 4.027,  4.024,  4.633 E 14.608 ",LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA ALDEIA ""CÓRREGO SOBRADINHO"" MAT 15.712 E 16.203",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Araxá,GABRIEL HENRIQUE DA VEIGA PEREIRA/FAZENDA JATOBÁ LUGAR DENOMINADO SANTA RITA  MAT. 46823,LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Capinópolis,CERÂMICA DRUMMOND LTDA-EPP ,LAS Cadastro,1,"B-01-03-1-Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR  E ÁLCOOL  LTDA/FAZENDA TIJUCAL COM DEN. ESPECIAL ""FAZENDA OLHO D'ÁGUA - TIJUCAL"" - MAT. 8.800",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Itapagipe,USINA ITAPAGIPE AÇÚCAR  E ÁLCOOL  LTDA/FAZENDAS RIBEIRÃO DO MEIO E CÓRREGO DA ÉGUA - MAT. 16.136 E 16.272,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA ARIRANHA COM DEN. DE ""FAZ TRIANON"" - MAT. 958, 959 E 8.246",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Itapagipe,HYBRO GENETICS BRASIL LTDA ,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Itapagipe,"USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA./FAZENDA ""LIBÂNIA"" - MAT. 6.104, 6.105, 6.269 E 10.586",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Sacramento,OTANIEL JOSE PEREIRA / FAZENDA CHAPADÃO DA ONÇA - MAT. 1887,LAS RAS,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,25/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ituiutaba,"BP BIOENERGIA ITUIUTABA LTDA. / FAZENDA BELVALE - MAT. 33.353, 33.735, 35.733 E 35.734 ",LAS RAS,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,25/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Canápolis,BP BIOENERGIA ITUIUTABA LTDA. / FAZENDA BARROTES - MAT. 8.798,LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,25/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Veríssimo,PREFEITURA MUNICIPAL DE VERÍSSIMO / ESTAÇÃO DE TRATAMENTO DE ESGOTOS DE VERÍSSIMO,LAS RAS,2,E-03-06-9-Estação de tratamento de esgoto sanitário,2019,Junho,25/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Iturama,"S/A USINA CORURIPE AÇÚCAR E ALCOOL / FAZENDA MONTE ALTO E SÃO JOÃO – MAT. 375, 295, 2.941 E 18.758",LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,25/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Santa Vitória,SANTA VITÓRIA AÇÚCAR E ÁLCOOL LTDA. / FAZENDA PURANATA – MAT. 35.631 E 8.845,LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,25/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Indianópolis,"AGROPECUÁRIA LAP LTDA/FAZENDA BOA ESPERANÇA – MAT. 29.431, 29.432, 29.433, 54.876, 54.962",LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,25/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Carneirinho,"GTW AGRONEGÓCIOS S/A / FAZENDA BOM SUCESSO - MAT. 10.123, 16.547, 17002, 18816, 23.576, 41.279 E 41.278",LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,25/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Indianópolis,DÉCIO FERNANDES DE OLIVEIRA/FAZENDA QUINTINOS- MAT. 68.861 E 68.855 ,LAS RAS,3,G-02-04-6-Suinocultura,2019,Junho,27/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ituiutaba,BP BIOENERGIA ITUIUTABA LTDA. / FAZENDA MANGA DOCE / MAT. 42.036,LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Sul de Minas,Guapé,WILZA CAÇAMBAS,LAS RAS,2,"F-05-18-0-Aterro de resíduos da construção civil (classe “A”), exceto aterro para armazenamento/disposição de solo proveniente de obras de terraplanagem previsto em projeto aprovado da ocupação",2019,Junho,27/06/2019,Deferida
SUPRAM Sul de Minas,Conceição da Barra de Minas,MINERAÇÃO MONTE AZUL LTDA.,LAC 1 - LP + LI + LO,4,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,26/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberaba,FMC QUIMICA DO BRASIL LTDA,REVLO,5,C-04-14-6-Fabricação de agrotóxicos e afins,2019,Junho,25/06/2019,Deferida
SUPRAM Jequitinhonha,Turmalina,FERROESTE INDUSTRIAL LTDA.,REVLO,5,G-03-02-6-(DN74)Silvicultura,2019,Junho,28/06/2019,Arquivamento
SUPRAM Sul de Minas,Ritápolis,JAZIDA LINDA FLOR LTDA - FAZENDA DA PONDE VELHO,LAS RAS,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Indeferida
SUPRAM Sul de Minas,Poços de Caldas,MINERAÇÃO CALDENSE LTDA MINA TAPICIPING,LAS RAS,2,"A-02-01-1-Lavra a céu aberto - Minerais metálicos, exceto minério de ferro",2019,Junho,26/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Monte Carmelo,"FRANCISCO SERGIO DE ASSIS E OUTROS/FAZENDA SÃO FELIX, SÃO RAFAEL, GAMA, TERRA RICA, VOLTA REDONDA, MONTE CARMELO E ÁGUA LIMPA, MATRÍCULAS 28.836, 29.732, 30.160, 40.276, 40.321, 40.326, 40.328, 40.330, 40.396, 40.398 E 40.50",LAS RAS,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,04/06/2019,Indeferida
SUPRAM Sul de Minas,Paraisópolis,HAMILTON BARBOSA PINTO ME,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Indeferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberlândia,A GLOBAL BRASIL LOCAÇÃO DE EQUIPAMENTOS LTDA.,LAS RAS,3,"F-05-18-1-Áreas de triagem, transbordo e armazenamento transitório e/ou reciclagem de resíduos da construção civil e volumosos",2019,Junho,14/06/2019,Indeferida
SUPRAM Sul de Minas,Monte Belo,AREEIRO TUYTI LTDA - ME,LAS RAS,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,26/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Monte Carmelo,ESPÓLIO DE IVAN COSTA / FAZENDA LAMBARI – MAT. 39.598. ,LAS RAS,2,"F-05-18-0-Aterro de resíduos da construção civil (classe “A”), exceto aterro para armazenamento/disposição de solo proveniente de obras de terraplanagem previsto em projeto aprovado da ocupação",2019,Junho,28/06/2019,Indeferida
SUPRAM Sul de Minas,Poços de Caldas,MINERAÇÃO CALDENSE LTDA MINA CAMPO DO LOBO ,LAS RAS,2,"A-02-07-0-Lavra a céu aberto - Minerais não metálicos, exceto rochas ornamentais e de revestimento",2019,Junho,26/06/2019,Deferida
SUPRAM Sul de Minas,Santa Rita do Sapucaí,COPASA - ETE SANTA RITA DO SAPUCAÍ,LAS RAS,3,E-03-06-9-Estação de tratamento de esgoto sanitário,2019,Junho,28/06/2019,Deferida
SUPRAM Leste de Minas,Nova Era,FILIPE DE CAUX HENRIQUES DAMASCENO,LAS RAS,2,"A-02-07-0-Lavra a céu aberto - Minerais não metálicos, exceto rochas ornamentais e de revestimento",2019,Junho,27/06/2019,Deferida
SUPRAM Sul de Minas,Santa Rita de Caldas,R.E.D GRANITI MINERAÇÃO LTDA,LAS RAS,2,A-05-04-6-Pilha de rejeito/estéril de rochas ornamentais e de revestimento,2019,Junho,28/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberaba,FRIGORIFICO BOI BRAVO INDUSTRIA E COMERCIO LTDA,LOC,5,"D-01-03-1-(DN74)Abate de animais de médio e grande porte (suínos, ovinos, caprinos, bovinos, eqüinos, bubalinos, muares, etc.).",2019,Junho,25/06/2019,Deferida
SUPRAM Sul de Minas,Juruaia,HENRIQUE CESAR MARQUES,LAS RAS,2,"F-05-18-0-Aterro de resíduos da construção civil (classe “A”), exceto aterro para armazenamento/disposição de solo proveniente de obras de terraplanagem previsto em projeto aprovado da ocupação",2019,Junho,27/06/2019,Deferida
SUPRAM Zona da Mata,Santos Dumont,MINERAÇÃO SANTA IZABEL LTDA ME,LAS RAS,2,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,28/06/2019,Indeferida
SUPRAM Zona da Mata,Simonésia,D P DA SILVA SIQUEIRA,LAS RAS,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,28/06/2019,Indeferida
SUPRAM Zona da Mata,Rodeiro,E A NOGUEIRA ME,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,28/06/2019,Indeferida
SUPRAM Leste de Minas,Itabira,CELULOSE NIPO BRASILEIRA SA BLOCO ITABIRA FAZENDA PONTAL,LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Sul de Minas,Lavras,GENTIL COMÉRCIO DE COMBUSTÍVEIS LAVRAS LTDA. ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,28/06/2019,Deferida
SUPRAM Sul de Minas,São Sebastião do Paraíso,Mediterranee Imobiliária Ltda. - Loteamento Jardins de Versalhes,LAS Cadastro,2,"E-04-01-4-Loteamento do solo urbano, exceto distritos industriais e similares",2019,Junho,28/06/2019,Deferida
SUPRAM Alto São Francisco,Oliveira,AUTO POSTO 381 LTDA ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,28/06/2019,Deferida
SUPRAM Sul de Minas,Itaú de Minas,Newall Engenharia e Empreendimentos Ltda. ,LAS Cadastro,2,"B-01-09-0-Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração",2019,Junho,28/06/2019,Indeferida
SUPRAM Alto São Francisco,Pará de Minas,HORIZONTE TEXTIL LTDA,LAS RAS,3,"C-08-07-9-Fiação e/ou tecelagem, exceto tricô e crochê",2019,Junho,21/05/2019,Deferida
SUPRAM Alto São Francisco,Córrego Fundo,CALCINACAO TAVARES INSDUSTRIA E COMERCIO LTDA,LAS RAS,2,B-01-02-3-Fabricação de cal virgem,2019,Junho,25/06/2019,Deferida
